,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date,CRSDepHour,CRSArrHour
149,ORD,SAT,1041.0,2,24,1,Winter,2023-07-17 10:00:00,600,Morning,181.0,1301,UA,11,3,14,14,3,1,-3.0,-19.0,On-time,2006-01-24,10,13
150,PIT,ATL,526.0,3,30,8,Summer,2023-07-17 13:20:00,800,Afternoon,100.0,1500,EV,4,5,9,13,1,3,5.0,10.0,Slightly delayed,2006-08-30,13,15
151,ATL,DEN,1199.0,7,9,7,Summer,2023-07-17 09:10:00,550,Morning,200.0,1030,FL,5,6,11,14,3,2,12.0,5.0,Slightly delayed,2006-07-09,9,10
152,RDU,AUS,1162.0,4,15,6,Summer,2023-07-17 17:40:00,1060,Afternoon,180.0,1940,MQ,3,2,5,19,1,1,16.0,19.0,Moderately delayed,2006-06-15,17,19
153,SFO,IAD,2419.0,4,5,1,Winter,2023-07-17 07:55:00,475,Morning,305.0,1600,UA,4,4,8,17,1,1,-2.0,-4.0,On-time,2006-01-05,7,16
154,MCO,PVD,1073.0,4,28,12,Winter,2023-07-17 17:30:00,1050,Afternoon,160.0,2010,WN,4,2,6,14,1,1,28.0,17.0,Moderately delayed,2006-12-28,17,20
155,SLC,BOI,291.0,1,3,7,Summer,2023-07-17 08:05:00,485,Morning,70.0,0915,EV,4,3,7,11,2,1,0.0,-15.0,On-time,2006-07-03,8,9
156,ORD,SGF,438.0,6,26,8,Summer,2023-07-17 07:50:00,470,Morning,95.0,0925,OO,11,2,13,11,1,1,-5.0,-25.0,On-time,2006-08-26,7,9
157,HNL,KOA,163.0,7,14,5,Spring,2023-07-17 10:45:00,645,Morning,43.0,1128,HA,6,1,7,16,1,1,-6.0,-9.0,On-time,2006-05-14,10,11
158,SFO,ORD,1846.0,5,11,8,Summer,2023-07-17 23:59:00,1439,Evening,239.0,0558,UA,4,11,15,15,1,2,1.0,4.0,Slightly delayed,2006-08-11,23,5
159,ATL,DTW,594.0,2,31,10,Autumn,2023-07-17 12:25:00,745,Afternoon,119.0,1424,NW,5,6,11,15,2,2,-10.0,-10.0,On-time,2006-10-31,12,14
160,PBI,PIT,952.0,2,28,2,Winter,2023-07-17 12:25:00,745,Afternoon,154.0,1459,US,3,4,7,14,1,1,-2.0,17.0,Moderately delayed,2006-02-28,12,14
161,DTW,PHX,1671.0,3,14,6,Summer,2023-07-17 19:25:00,1165,Evening,244.0,2029,US,6,3,9,11,1,1,-1.0,10.0,Slightly delayed,2006-06-14,19,20
162,ATL,MIA,595.0,6,24,6,Summer,2023-07-17 12:28:00,748,Afternoon,105.0,1413,FL,5,4,9,16,4,2,10.0,5.0,Slightly delayed,2006-06-24,12,14
163,ATL,CLT,227.0,2,21,2,Winter,2023-07-17 07:00:00,420,Morning,64.0,0804,DL,5,4,9,20,6,2,0.0,-2.0,On-time,2006-02-21,7,8
164,TUS,LAX,451.0,3,27,12,Winter,2023-07-17 10:50:00,650,Morning,90.0,1120,WN,3,4,7,19,1,3,35.0,45.0,Moderately delayed,2006-12-27,10,11
165,ONT,IAH,1334.0,1,25,9,Autumn,2023-07-17 06:50:00,410,Morning,191.0,1201,CO,2,5,7,17,2,2,-6.0,-19.0,On-time,2006-09-25,6,12
166,DFW,DEN,641.0,3,28,6,Summer,2023-07-17 10:40:00,640,Morning,114.0,1134,AA,7,6,13,21,2,6,2.0,4.0,Slightly delayed,2006-06-28,10,11
167,CVG,GSP,317.0,4,11,5,Spring,2023-07-17 08:25:00,505,Morning,70.0,0935,EV,4,1,5,14,1,2,-1.0,-5.0,On-time,2006-05-11,8,9
168,MEM,ATL,332.0,6,1,4,Spring,2023-07-17 06:00:00,360,Morning,76.0,0816,FL,4,5,9,14,1,2,-10.0,-11.0,On-time,2006-04-01,6,8
169,RDU,BDL,532.0,6,30,9,Autumn,2023-07-17 16:05:00,965,Afternoon,95.0,1740,MQ,3,3,6,13,1,1,-11.0,-24.0,On-time,2006-09-30,16,17
170,CVG,CAK,214.0,6,17,6,Summer,2023-07-17 18:50:00,1130,Evening,59.0,1949,OH,4,3,7,11,1,2,0.0,-7.0,On-time,2006-06-17,18,19
171,SEA,BOS,2496.0,5,21,7,Summer,2023-07-17 22:15:00,1335,Evening,308.0,0623,AS,4,6,10,14,3,2,5.0,25.0,Moderately delayed,2006-07-21,22,6
172,RSW,JFK,1074.0,2,7,3,Spring,2023-07-17 16:50:00,1010,Afternoon,160.0,1930,B6,1,4,5,13,1,3,49.0,72.0,Excessively delayed,2006-03-07,16,19
173,MSP,BIL,748.0,7,6,8,Summer,2023-07-17 11:45:00,705,Morning,134.0,1259,NW,4,3,7,16,2,1,3.0,-12.0,On-time,2006-08-06,11,12
174,ISP,FLL,1093.0,3,20,9,Autumn,2023-07-17 17:50:00,1070,Afternoon,180.0,2050,WN,4,3,7,13,1,1,-7.0,-20.0,On-time,2006-09-20,17,20
175,MSY,ATL,425.0,2,27,6,Summer,2023-07-17 13:57:00,837,Afternoon,83.0,1620,FL,3,5,8,15,1,3,11.0,4.0,Slightly delayed,2006-06-27,13,16
176,ORD,DSM,299.0,3,5,4,Spring,2023-07-17 14:55:00,895,Afternoon,75.0,1610,OO,11,2,13,13,2,2,16.0,18.0,Moderately delayed,2006-04-05,14,16
177,DCA,IAH,1208.0,3,19,7,Summer,2023-07-17 06:15:00,375,Morning,188.0,0823,CO,3,5,8,16,1,1,-9.0,-30.0,On-time,2006-07-19,6,8
178,PHL,BOS,280.0,4,26,10,Autumn,2023-07-17 12:30:00,750,Afternoon,74.0,1344,US,4,6,10,18,1,1,-1.0,-6.0,On-time,2006-10-26,12,13
179,EWR,SJU,1608.0,3,4,10,Autumn,2023-07-17 07:05:00,425,Morning,244.0,1109,CO,3,2,5,12,3,2,-6.0,-17.0,On-time,2006-10-04,7,11
180,TPA,MSY,487.0,7,12,2,Winter,2023-07-17 14:35:00,875,Afternoon,105.0,1520,WN,3,3,6,10,3,1,20.0,10.0,Slightly delayed,2006-02-12,14,15
181,BHM,ORD,584.0,2,25,4,Spring,2023-07-17 16:27:00,987,Afternoon,128.0,1835,OO,2,11,13,12,1,3,13.0,3.0,Slightly delayed,2006-04-25,16,18
182,DFW,ORD,802.0,6,16,9,Autumn,2023-07-17 09:05:00,545,Morning,130.0,1115,AA,7,11,18,11,1,1,-3.0,-7.0,On-time,2006-09-16,9,11
183,STL,SFO,1736.0,7,10,12,Winter,2023-07-17 09:15:00,555,Morning,255.0,1130,AA,4,4,8,10,1,1,-2.0,20.0,Moderately delayed,2006-12-10,9,11
184,LIH,HNL,102.0,3,8,3,Spring,2023-07-17 20:00:00,1200,Evening,29.0,2029,HA,2,6,8,14,1,1,-3.0,-9.0,On-time,2006-03-08,20,20
185,MSP,SLC,991.0,3,21,6,Summer,2023-07-17 17:45:00,1065,Afternoon,175.0,1940,EV,4,4,8,14,1,1,-12.0,-5.0,On-time,2006-06-21,17,19
186,STL,OKC,462.0,1,13,2,Winter,2023-07-17 11:50:00,710,Morning,95.0,1325,WN,4,4,8,14,1,1,30.0,20.0,Moderately delayed,2006-02-13,11,13
187,SLC,SFO,599.0,4,18,5,Spring,2023-07-17 08:55:00,535,Morning,122.0,0957,UA,4,4,8,14,1,2,71.0,62.0,Excessively delayed,2006-05-18,8,9
188,LAS,LAX,236.0,4,2,11,Autumn,2023-07-17 10:25:00,625,Morning,65.0,1130,MQ,4,4,8,15,3,3,-3.0,13.0,Slightly delayed,2006-11-02,10,11
189,LAX,JFK,2475.0,4,18,5,Spring,2023-07-17 11:30:00,690,Morning,325.0,1955,AA,4,4,8,14,2,1,22.0,54.0,Moderately delayed,2006-05-18,11,19
190,HOU,FLL,957.0,4,20,7,Summer,2023-07-17 20:25:00,1225,Evening,145.0,2350,WN,4,3,7,13,1,1,30.0,18.0,Moderately delayed,2006-07-20,20,23
191,ATL,DCA,547.0,5,20,1,Winter,2023-07-17 20:10:00,1210,Evening,110.0,2200,FL,5,3,8,24,3,1,16.0,-5.0,On-time,2006-01-20,20,22
192,MCI,DFW,460.0,2,6,6,Summer,2023-07-17 10:30:00,630,Morning,100.0,1210,AA,3,7,10,18,1,2,-4.0,-8.0,On-time,2006-06-06,10,12
193,FLL,DFW,1119.0,2,30,5,Spring,2023-07-17 08:49:00,529,Morning,189.0,1058,AA,3,7,10,11,1,2,-1.0,-1.0,On-time,2006-05-30,8,10
194,MCI,LAX,1363.0,2,15,8,Summer,2023-07-17 11:05:00,665,Morning,205.0,1230,WN,3,4,7,8,1,1,5.0,8.0,Slightly delayed,2006-08-15,11,12
195,JFK,JAX,829.0,4,31,8,Summer,2023-07-17 13:30:00,810,Afternoon,160.0,1610,B6,4,2,6,11,2,1,28.0,7.0,Slightly delayed,2006-08-31,13,16
196,ORD,IAH,925.0,1,3,7,Summer,2023-07-17 08:05:00,485,Morning,156.0,1041,UA,11,5,16,11,2,1,4.0,31.0,Moderately delayed,2006-07-03,8,10
197,LBB,DFW,282.0,4,9,11,Autumn,2023-07-17 19:05:00,1145,Evening,65.0,2010,MQ,3,7,10,16,1,1,-1.0,-9.0,On-time,2006-11-09,19,20
198,DFW,GRR,931.0,6,23,12,Winter,2023-07-17 08:50:00,530,Morning,150.0,1220,MQ,7,3,10,12,2,1,0.0,-18.0,On-time,2006-12-23,8,12
199,CLE,ORD,316.0,7,1,1,Winter,2023-07-17 10:09:00,609,Morning,95.0,1044,UA,4,11,15,13,1,2,-9.0,-7.0,On-time,2006-01-01,10,10
200,LGA,BHM,866.0,3,25,10,Autumn,2023-07-17 09:45:00,585,Morning,164.0,1129,OH,3,2,5,15,1,1,-7.0,-7.0,On-time,2006-10-25,9,11
201,ATL,PIT,526.0,2,31,1,Winter,2023-07-17 22:59:00,1379,Evening,98.0,0037,FL,5,4,9,16,2,1,-8.0,-10.0,On-time,2006-01-31,22,0
202,PHX,SBP,509.0,7,5,3,Spring,2023-07-17 11:05:00,665,Morning,106.0,1151,YV,3,2,5,10,1,1,28.0,27.0,Moderately delayed,2006-03-05,11,11
203,CLE,ORF,435.0,6,15,4,Spring,2023-07-17 17:55:00,1075,Afternoon,88.0,1923,XE,4,2,6,11,1,1,-9.0,-19.0,On-time,2006-04-15,17,19
204,IAD,ORD,589.0,5,14,7,Summer,2023-07-17 19:40:00,1180,Evening,125.0,2045,UA,4,11,15,20,2,6,110.0,99.0,Excessively delayed,2006-07-14,19,20
205,LGA,BOS,185.0,2,24,1,Winter,2023-07-17 15:30:00,930,Afternoon,67.0,1637,DL,3,6,9,14,2,1,-2.0,-2.0,On-time,2006-01-24,15,16
206,HOU,OKC,419.0,7,28,5,Spring,2023-07-17 17:30:00,1050,Afternoon,75.0,1845,WN,4,4,8,6,1,1,40.0,36.0,Moderately delayed,2006-05-28,17,18
207,GRR,DTW,120.0,2,10,1,Winter,2023-07-17 15:00:00,900,Afternoon,56.0,1556,NW,3,6,9,9,1,2,-7.0,-11.0,On-time,2006-01-10,15,15
208,STL,ATL,483.0,3,27,12,Winter,2023-07-17 10:46:00,646,Morning,97.0,1323,EV,4,5,9,19,1,3,4.0,-8.0,On-time,2006-12-27,10,13
209,DTW,MSP,528.0,4,22,6,Summer,2023-07-17 08:45:00,525,Morning,114.0,0939,NW,6,4,10,16,1,2,-2.0,-8.0,On-time,2006-06-22,8,9
210,DFW,ORD,802.0,1,14,8,Summer,2023-07-17 09:45:00,585,Morning,135.0,1200,UA,7,11,18,18,2,3,-8.0,30.0,Moderately delayed,2006-08-14,9,12
211,PHX,OAK,646.0,6,25,11,Autumn,2023-07-17 13:25:00,805,Afternoon,125.0,1430,WN,3,4,7,9,2,2,-1.0,-11.0,On-time,2006-11-25,13,14
212,SAN,OAK,446.0,6,23,9,Autumn,2023-07-17 06:40:00,400,Morning,85.0,0805,WN,1,4,5,13,1,1,-2.0,-4.0,On-time,2006-09-23,6,8
213,AUS,ORD,978.0,5,20,1,Winter,2023-07-17 06:48:00,408,Morning,157.0,0925,YV,2,11,13,24,1,4,0.0,-19.0,On-time,2006-01-20,6,9
214,PIT,MDW,402.0,5,4,8,Summer,2023-07-17 19:25:00,1165,Evening,80.0,1945,WN,4,5,9,17,1,2,56.0,46.0,Moderately delayed,2006-08-04,19,19
215,BTR,IAH,253.0,4,2,2,Winter,2023-07-17 05:45:00,345,Night,70.0,0655,XE,3,5,8,15,1,3,-10.0,-5.0,On-time,2006-02-02,5,6
216,ATL,ORF,516.0,1,24,7,Summer,2023-07-17 07:50:00,470,Morning,93.0,0923,DL,5,2,7,15,2,1,30.0,29.0,Moderately delayed,2006-07-24,7,9
217,LIH,HNL,102.0,2,19,9,Autumn,2023-07-17 17:40:00,1060,Afternoon,29.0,1809,HA,2,6,8,13,1,1,-6.0,-5.0,On-time,2006-09-19,17,18
218,SJC,LAX,308.0,5,25,8,Summer,2023-07-17 06:14:00,374,Morning,74.0,0728,MQ,3,4,7,13,1,4,-4.0,-2.0,On-time,2006-08-25,6,7
219,PIT,CVG,256.0,4,30,3,Spring,2023-07-17 14:10:00,850,Afternoon,80.0,1530,OH,4,4,8,12,1,2,0.0,-16.0,On-time,2006-03-30,14,15
220,ORD,IAD,589.0,1,5,6,Summer,2023-07-17 17:50:00,1070,Afternoon,116.0,2046,UA,11,4,15,9,1,1,42.0,12.0,Slightly delayed,2006-06-05,17,20
221,PDX,SJC,569.0,1,6,2,Winter,2023-07-17 12:40:00,760,Afternoon,106.0,1426,AS,3,3,6,16,1,2,-9.0,-13.0,On-time,2006-02-06,12,14
222,FAT,LAX,209.0,7,12,3,Spring,2023-07-17 06:58:00,418,Morning,73.0,0811,MQ,2,4,6,9,1,1,-3.0,-7.0,On-time,2006-03-12,6,8
223,DAL,MCI,461.0,7,5,11,Autumn,2023-07-17 11:15:00,675,Morning,85.0,1240,WN,3,3,6,14,2,2,4.0,0.0,On-time,2006-11-05,11,12
224,DCA,ORD,612.0,3,6,9,Autumn,2023-07-17 10:45:00,645,Morning,120.0,1145,UA,3,11,14,13,2,4,5.0,3.0,Slightly delayed,2006-09-06,10,11
225,IAH,LGA,1416.0,5,27,1,Winter,2023-07-17 14:30:00,870,Afternoon,210.0,1900,CO,5,3,8,10,2,3,-3.0,8.0,Slightly delayed,2006-01-27,14,19
226,MCO,PHL,861.0,7,9,4,Spring,2023-07-17 17:23:00,1043,Afternoon,142.0,1945,FL,4,4,8,13,1,1,-8.0,-1.0,On-time,2006-04-09,17,19
227,LAX,SFO,337.0,5,28,7,Summer,2023-07-17 20:20:00,1220,Evening,76.0,2136,UA,4,4,8,13,2,1,-6.0,-15.0,On-time,2006-07-28,20,21
228,SLC,BOI,291.0,4,9,3,Spring,2023-07-17 11:20:00,680,Morning,69.0,1229,DL,4,3,7,18,1,1,3.0,3.0,Slightly delayed,2006-03-09,11,12
229,OGG,SEA,2640.0,4,9,3,Spring,2023-07-17 15:30:00,930,Afternoon,320.0,2250,HA,2,4,6,18,1,1,3.0,6.0,Slightly delayed,2006-03-09,15,22
230,CVG,JAN,555.0,3,25,10,Autumn,2023-07-17 09:30:00,570,Morning,108.0,1018,OH,4,2,6,15,1,1,-2.0,14.0,Slightly delayed,2006-10-25,9,10
231,MIA,IAH,964.0,1,10,4,Spring,2023-07-17 18:00:00,1080,Evening,161.0,1941,CO,4,5,9,23,2,3,5.0,8.0,Slightly delayed,2006-04-10,18,19
232,TPA,RDU,587.0,6,14,1,Winter,2023-07-17 11:40:00,700,Morning,105.0,1325,WN,3,3,6,12,1,2,5.0,7.0,Slightly delayed,2006-01-14,11,13
233,SJU,MIA,1045.0,5,20,1,Winter,2023-07-17 18:32:00,1112,Evening,171.0,2023,AA,2,4,6,24,1,1,-2.0,-7.0,On-time,2006-01-20,18,20
234,PHL,ATL,665.0,1,20,3,Spring,2023-07-17 06:10:00,370,Morning,130.0,0820,FL,4,5,9,19,1,4,-7.0,-8.0,On-time,2006-03-20,6,8
235,BWI,EWR,169.0,3,8,3,Spring,2023-07-17 10:20:00,620,Morning,59.0,1119,XE,4,3,7,14,1,2,-8.0,-15.0,On-time,2006-03-08,10,11
236,IAH,BNA,657.0,3,22,2,Winter,2023-07-17 15:35:00,935,Afternoon,115.0,1730,XE,5,4,9,20,1,1,51.0,37.0,Moderately delayed,2006-02-22,15,17
237,BWI,DEN,1491.0,4,2,2,Winter,2023-07-17 16:50:00,1010,Afternoon,245.0,1855,F9,4,6,10,15,1,2,-4.0,-19.0,On-time,2006-02-02,16,18
238,PHX,JFK,2153.0,1,26,6,Summer,2023-07-17 15:10:00,910,Afternoon,295.0,2305,US,3,4,7,15,4,2,97.0,121.0,Excessively delayed,2006-06-26,15,23
239,PHX,OAK,646.0,3,3,5,Spring,2023-07-17 16:05:00,965,Afternoon,120.0,1805,WN,3,4,7,16,3,2,13.0,0.0,On-time,2006-05-03,16,18
240,EWR,BWI,169.0,7,5,11,Autumn,2023-07-17 11:30:00,690,Morning,77.0,1247,XE,3,4,7,14,1,1,-4.0,-18.0,On-time,2006-11-05,11,12
241,IND,MDW,162.0,3,1,11,Autumn,2023-07-17 15:55:00,955,Afternoon,55.0,1550,WN,3,5,8,11,2,2,1.0,-9.0,On-time,2006-11-01,15,15
242,DFW,AMA,313.0,4,13,7,Summer,2023-07-17 13:45:00,825,Afternoon,70.0,1455,MQ,7,2,9,6,1,1,-1.0,-9.0,On-time,2006-07-13,13,14
243,ATL,SFO,2139.0,7,12,11,Autumn,2023-07-17 07:52:00,472,Morning,323.0,1015,UA,5,4,9,11,1,4,-1.0,-16.0,On-time,2006-11-12,7,10
244,CVG,PDX,1975.0,5,23,6,Summer,2023-07-17 08:35:00,515,Morning,276.0,1011,DL,4,3,7,15,3,2,-1.0,15.0,Slightly delayed,2006-06-23,8,10
245,SLC,MSO,436.0,1,5,6,Summer,2023-07-17 09:35:00,575,Morning,89.0,1104,OO,4,2,6,9,1,1,-2.0,-11.0,On-time,2006-06-05,9,11
246,DFW,IAH,224.0,6,23,12,Winter,2023-07-17 20:30:00,1230,Evening,65.0,2135,AA,7,5,12,12,2,1,64.0,63.0,Excessively delayed,2006-12-23,20,21
247,MRY,LAX,267.0,7,5,11,Autumn,2023-07-17 11:05:00,665,Morning,85.0,1230,MQ,2,4,6,14,1,1,0.0,9.0,Slightly delayed,2006-11-05,11,12
248,LAX,PHX,370.0,3,8,11,Autumn,2023-07-17 20:10:00,1210,Evening,70.0,2220,WN,4,3,7,12,2,2,-1.0,-2.0,On-time,2006-11-08,20,22
249,MSN,CVG,373.0,2,21,11,Autumn,2023-07-17 16:06:00,966,Afternoon,84.0,1830,OH,3,4,7,16,1,1,-6.0,-16.0,On-time,2006-11-21,16,18
250,ATL,TUL,674.0,2,27,6,Summer,2023-07-17 21:35:00,1295,Evening,120.0,2235,EV,5,3,8,15,3,1,50.0,41.0,Moderately delayed,2006-06-27,21,22
251,DFW,SLC,988.0,4,6,4,Spring,2023-07-17 08:20:00,500,Morning,186.0,1026,DL,7,4,11,16,2,1,1.0,18.0,Moderately delayed,2006-04-06,8,10
252,PHL,PIT,267.0,5,28,4,Spring,2023-07-17 08:40:00,520,Morning,80.0,1000,WN,4,4,8,12,1,1,0.0,4.0,Slightly delayed,2006-04-28,8,10
253,EWR,CHS,628.0,6,22,4,Spring,2023-07-17 09:25:00,565,Morning,130.0,1135,XE,3,2,5,15,1,1,20.0,39.0,Moderately delayed,2006-04-22,9,11
254,DEN,MSP,680.0,3,22,2,Winter,2023-07-17 06:25:00,385,Morning,117.0,0922,NW,6,4,10,20,2,2,-6.0,-20.0,On-time,2006-02-22,6,9
255,SLC,SAT,1086.0,4,2,3,Spring,2023-07-17 19:19:00,1159,Evening,163.0,2302,EV,4,3,7,10,1,1,-9.0,-12.0,On-time,2006-03-02,19,23
256,DFW,CLE,1021.0,2,5,12,Winter,2023-07-17 08:35:00,515,Morning,150.0,1205,MQ,7,4,11,11,1,1,-1.0,-1.0,On-time,2006-12-05,8,12
257,DCA,DTW,405.0,2,15,8,Summer,2023-07-17 06:30:00,390,Morning,92.0,0802,NW,3,6,9,8,1,1,-1.0,-8.0,On-time,2006-08-15,6,8
258,TPA,CAK,894.0,3,27,9,Autumn,2023-07-17 12:36:00,756,Afternoon,132.0,1448,FL,3,3,6,4,1,1,-10.0,-16.0,On-time,2006-09-27,12,14
259,ORD,AZO,122.0,5,7,7,Summer,2023-07-17 18:05:00,1085,Evening,53.0,1958,OO,11,3,14,13,3,1,4.0,21.0,Moderately delayed,2006-07-07,18,19
260,LAX,BNA,1797.0,7,19,2,Winter,2023-07-17 08:10:00,490,Morning,225.0,1355,WN,4,4,8,12,2,1,0.0,-35.0,On-time,2006-02-19,8,13
261,DFW,LAX,1235.0,4,9,3,Spring,2023-07-17 14:00:00,840,Afternoon,201.0,1521,AA,7,4,11,18,2,1,22.0,46.0,Moderately delayed,2006-03-09,14,15
262,GSP,CVG,317.0,1,13,2,Winter,2023-07-17 18:05:00,1085,Evening,83.0,1928,OH,1,4,5,14,1,2,-10.0,-6.0,On-time,2006-02-13,18,19
263,BNA,TPA,612.0,6,29,7,Summer,2023-07-17 10:20:00,620,Morning,100.0,1300,WN,4,3,7,10,1,1,-3.0,-9.0,On-time,2006-07-29,10,13
264,HNL,LAX,2556.0,5,24,2,Winter,2023-07-17 13:00:00,780,Afternoon,312.0,2012,TZ,6,4,10,13,1,3,96.0,96.0,Excessively delayed,2006-02-24,13,20
265,MSP,SEA,1399.0,3,13,12,Winter,2023-07-17 11:45:00,705,Morning,219.0,1324,NW,4,4,8,7,1,1,14.0,53.0,Moderately delayed,2006-12-13,11,13
266,ATL,JAN,341.0,3,7,6,Summer,2023-07-17 17:43:00,1063,Afternoon,84.0,1807,DL,5,2,7,16,2,1,17.0,13.0,Slightly delayed,2006-06-07,17,18
267,SEA,PHX,1107.0,4,29,6,Summer,2023-07-17 15:30:00,930,Afternoon,175.0,1825,WN,4,3,7,13,1,4,18.0,35.0,Moderately delayed,2006-06-29,15,18
268,SFO,IAH,1635.0,2,14,3,Spring,2023-07-17 14:35:00,875,Afternoon,225.0,2020,CO,4,5,9,11,3,2,11.0,8.0,Slightly delayed,2006-03-14,14,20
269,ICT,ORD,588.0,5,3,2,Winter,2023-07-17 06:03:00,363,Morning,107.0,0750,OO,3,11,14,13,1,2,13.0,9.0,Slightly delayed,2006-02-03,6,7
270,LAS,BWI,2106.0,5,23,6,Summer,2023-07-17 11:49:00,709,Morning,282.0,1931,US,4,4,8,15,1,1,46.0,41.0,Moderately delayed,2006-06-23,11,19
271,LAX,DFW,1235.0,2,20,6,Summer,2023-07-17 19:05:00,1145,Evening,188.0,0013,UA,4,7,11,25,3,5,63.0,39.0,Moderately delayed,2006-06-20,19,0
272,LAX,DFW,1235.0,5,21,7,Summer,2023-07-17 00:15:00,15,Night,173.0,0508,AA,4,7,11,14,3,3,59.0,59.0,Moderately delayed,2006-07-21,0,5
273,OGG,OAK,2349.0,1,11,9,Autumn,2023-07-17 10:30:00,630,Morning,289.0,1819,TZ,2,4,6,14,1,1,-6.0,-10.0,On-time,2006-09-11,10,18
274,DFW,ACT,89.0,3,9,8,Summer,2023-07-17 16:02:00,962,Afternoon,51.0,1653,MQ,7,2,9,11,1,1,9.0,-1.0,On-time,2006-08-09,16,16
275,ORD,CLT,599.0,5,24,3,Spring,2023-07-17 07:30:00,450,Morning,107.0,1017,US,11,4,15,11,2,1,0.0,7.0,Slightly delayed,2006-03-24,7,10
276,PBI,LGA,1035.0,1,13,3,Spring,2023-07-17 11:15:00,675,Morning,165.0,1400,B6,3,3,6,16,1,1,92.0,105.0,Excessively delayed,2006-03-13,11,14
277,LGA,DFW,1389.0,4,23,11,Autumn,2023-07-17 14:25:00,865,Afternoon,245.0,1730,AA,3,7,10,17,1,2,19.0,-28.0,On-time,2006-11-23,14,17
278,SNA,STL,1570.0,5,1,12,Winter,2023-07-17 10:10:00,610,Morning,205.0,1535,AA,2,4,6,9,2,1,-4.0,-14.0,On-time,2006-12-01,10,15
279,LAX,SAN,109.0,2,28,3,Spring,2023-07-17 15:00:00,900,Afternoon,60.0,1600,MQ,4,1,5,14,2,1,0.0,-2.0,On-time,2006-03-28,15,16
280,ORD,OMA,416.0,7,30,7,Summer,2023-07-17 08:30:00,510,Morning,88.0,0958,MQ,11,3,14,17,4,1,1.0,-6.0,On-time,2006-07-30,8,9
281,ORD,PHL,678.0,1,10,4,Spring,2023-07-17 10:19:00,619,Morning,118.0,1317,AA,11,4,15,23,3,1,-5.0,-9.0,On-time,2006-04-10,10,13
282,PDX,PHX,1009.0,2,24,1,Winter,2023-07-17 05:35:00,335,Night,149.0,0904,US,3,3,6,14,1,1,-1.0,17.0,Moderately delayed,2006-01-24,5,9
283,MCO,ATL,403.0,6,13,5,Spring,2023-07-17 20:55:00,1255,Evening,85.0,2220,FL,4,5,9,10,1,1,-4.0,6.0,Slightly delayed,2006-05-13,20,22
284,ORD,BOS,867.0,5,14,7,Summer,2023-07-17 09:15:00,555,Morning,136.0,1231,UA,11,6,17,20,6,3,-3.0,-1.0,On-time,2006-07-14,9,12
285,TPA,SLC,1887.0,4,28,9,Autumn,2023-07-17 08:15:00,495,Morning,272.0,1047,DL,3,4,7,13,1,1,-4.0,7.0,Slightly delayed,2006-09-28,8,10
286,AUS,HOU,148.0,7,22,10,Autumn,2023-07-17 18:50:00,1130,Evening,45.0,1935,WN,2,4,6,17,1,1,88.0,83.0,Excessively delayed,2006-10-22,18,19
287,DAY,ATL,432.0,3,24,5,Spring,2023-07-17 12:05:00,725,Afternoon,91.0,1336,EV,3,5,8,10,1,1,5.0,9.0,Slightly delayed,2006-05-24,12,13
288,STL,DTW,440.0,2,27,6,Summer,2023-07-17 13:41:00,821,Afternoon,103.0,1624,NW,4,6,10,15,1,1,4.0,39.0,Moderately delayed,2006-06-27,13,16
289,GRR,MEM,591.0,2,11,4,Spring,2023-07-17 07:35:00,455,Morning,109.0,0824,NW,3,4,7,12,1,1,-5.0,-19.0,On-time,2006-04-11,7,8
290,MCO,PHL,861.0,2,24,10,Autumn,2023-07-17 08:50:00,530,Morning,145.0,1115,WN,4,4,8,14,2,1,-5.0,-13.0,On-time,2006-10-24,8,11
291,ATL,BWI,576.0,2,8,8,Summer,2023-07-17 07:00:00,420,Morning,101.0,0841,DL,5,4,9,16,3,2,-1.0,3.0,Slightly delayed,2006-08-08,7,8
292,SNA,DEN,846.0,4,23,11,Autumn,2023-07-17 11:30:00,690,Morning,131.0,1441,UA,2,6,8,17,2,4,-7.0,-19.0,On-time,2006-11-23,11,14
293,LBB,DAL,293.0,3,11,10,Autumn,2023-07-17 20:15:00,1215,Evening,60.0,2115,WN,3,3,6,10,1,1,-6.0,-11.0,On-time,2006-10-11,20,21
294,IND,EWR,644.0,4,25,5,Spring,2023-07-17 11:25:00,685,Morning,115.0,1320,XE,3,3,6,10,1,1,-2.0,0.0,On-time,2006-05-25,11,13
295,EWR,ORD,719.0,2,18,7,Summer,2023-07-17 13:45:00,825,Afternoon,149.0,1514,CO,3,11,14,10,2,2,-5.0,-10.0,On-time,2006-07-18,13,15
296,DEN,SGF,637.0,3,13,12,Winter,2023-07-17 15:29:00,929,Afternoon,97.0,1806,OO,6,2,8,7,1,1,0.0,-5.0,On-time,2006-12-13,15,18
297,LAX,SJC,308.0,1,30,1,Winter,2023-07-17 07:45:00,465,Morning,65.0,0850,WN,4,3,7,18,1,1,0.0,-2.0,On-time,2006-01-30,7,8
