,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date
3799,FLL,ORD,1182.0,5,6,10,Autumn,16:40:00,1000,Afternoon,193.0,1853,UA,3,11,14,17,1,5,-1.0,8.0,Slightly delayed,2006-10-06
3800,BDL,RDU,532.0,7,24,9,Autumn,09:00:00,540,Morning,105.0,1045,MQ,3,3,6,6,1,2,-3.0,-9.0,On-time,2006-09-24
3801,PHL,DEN,1557.0,6,29,7,Summer,18:25:00,1105,Evening,265.0,2050,F9,4,6,10,10,1,2,1.0,-28.0,On-time,2006-07-29
3802,JFK,DTW,508.0,7,29,10,Autumn,17:30:00,1050,Afternoon,151.0,2001,OH,4,6,10,20,2,2,80.0,89.0,Excessively delayed,2006-10-29
3803,CVG,ORD,264.0,4,2,3,Spring,13:42:00,822,Afternoon,77.0,1359,MQ,4,11,15,10,1,3,-4.0,-5.0,On-time,2006-03-02
3804,SFO,RDM,462.0,1,31,7,Summer,09:20:00,560,Morning,113.0,1113,OO,4,2,6,12,1,1,-7.0,-19.0,On-time,2006-07-31
3805,SEA,MIA,2724.0,7,25,6,Summer,21:40:00,1300,Evening,338.0,618,AS,4,4,8,14,1,1,30.0,59.0,Moderately delayed,2006-06-25
3806,STL,CLE,487.0,7,16,4,Spring,19:30:00,1170,Evening,85.0,2155,WN,4,4,8,11,1,1,-5.0,0.0,On-time,2006-04-16
3807,MKE,LAS,1524.0,3,12,4,Spring,20:00:00,1200,Evening,228.0,2148,NW,5,4,9,15,1,2,-7.0,2.0,Slightly delayed,2006-04-12
3808,ORD,PIT,412.0,1,10,4,Spring,11:06:00,666,Morning,79.0,1325,MQ,11,4,15,23,3,1,17.0,17.0,Moderately delayed,2006-04-10
3809,DFW,MDW,797.0,3,26,4,Spring,06:30:00,390,Morning,125.0,835,TZ,7,5,12,12,3,1,23.0,18.0,Moderately delayed,2006-04-26
3810,SJC,RNO,188.0,2,4,4,Spring,17:30:00,1050,Afternoon,55.0,1825,WN,3,3,6,10,1,1,0.0,-5.0,On-time,2006-04-04
3811,LAX,SNA,36.0,4,27,7,Summer,14:50:00,890,Afternoon,33.0,1523,OO,4,2,6,14,5,1,38.0,35.0,Moderately delayed,2006-07-27
3812,PVD,PHL,238.0,5,10,3,Spring,15:40:00,940,Afternoon,78.0,1658,US,2,4,6,13,1,1,-5.0,17.0,Moderately delayed,2006-03-10
3813,MSY,EWR,1167.0,3,12,7,Summer,14:40:00,880,Afternoon,205.0,1905,XE,3,3,6,10,1,1,183.0,188.0,Excessively delayed,2006-07-12
3814,HOU,PHX,1020.0,6,25,11,Autumn,13:30:00,810,Afternoon,175.0,1525,WN,4,3,7,9,1,2,1.0,-4.0,On-time,2006-11-25
3815,LGA,IAH,1416.0,6,23,9,Autumn,05:45:00,345,Night,221.0,826,CO,3,5,8,13,1,1,-7.0,-8.0,On-time,2006-09-23
3816,BOS,RDU,612.0,1,30,10,Autumn,16:25:00,985,Afternoon,125.0,1830,MQ,6,3,9,10,2,1,54.0,35.0,Moderately delayed,2006-10-30
3817,JFK,SYR,209.0,3,9,8,Summer,22:50:00,1370,Evening,65.0,2355,B6,4,3,7,11,1,1,-4.0,-5.0,On-time,2006-08-09
3818,RSW,CLT,600.0,1,25,12,Winter,18:50:00,1130,Evening,106.0,2036,US,1,4,5,18,1,1,40.0,35.0,Moderately delayed,2006-12-25
3819,EWR,RIC,278.0,3,2,8,Summer,19:15:00,1155,Evening,102.0,2057,XE,3,3,6,17,1,1,37.0,9.0,Slightly delayed,2006-08-02
3820,IAH,MCI,643.0,6,11,3,Spring,21:15:00,1275,Evening,115.0,2310,XE,5,3,8,12,1,1,-5.0,-15.0,On-time,2006-03-11
3821,ATL,SAT,874.0,5,21,7,Summer,11:01:00,661,Morning,140.0,1221,DL,5,3,8,14,1,2,-1.0,6.0,Slightly delayed,2006-07-21
3822,CLT,BNA,329.0,3,5,4,Spring,17:30:00,1050,Afternoon,82.0,1752,US,4,4,8,13,1,1,13.0,18.0,Moderately delayed,2006-04-05
3823,OAK,SEA,671.0,1,18,9,Autumn,18:05:00,1085,Evening,117.0,2002,AS,4,4,8,10,1,1,-5.0,-14.0,On-time,2006-09-18
3824,SLC,HDN,251.0,6,7,1,Winter,11:10:00,670,Morning,61.0,1211,DL,4,1,5,8,1,1,-5.0,-13.0,On-time,2006-01-07
3825,SLC,MSO,436.0,3,2,8,Summer,17:05:00,1025,Afternoon,87.0,1832,OO,4,2,6,17,1,1,-3.0,0.0,On-time,2006-08-02
3826,LAS,SMF,397.0,5,8,9,Autumn,11:45:00,705,Morning,95.0,1320,WN,4,2,6,8,1,1,0.0,-3.0,On-time,2006-09-08
3827,DTW,CLE,95.0,3,22,2,Winter,16:55:00,1015,Afternoon,56.0,1751,NW,6,4,10,20,2,2,-1.0,-7.0,On-time,2006-02-22
3828,ORD,IAD,589.0,2,28,2,Winter,06:00:00,360,Morning,107.0,847,UA,11,4,15,14,3,1,-4.0,-10.0,On-time,2006-02-28
3829,SNA,SFO,372.0,4,13,4,Spring,12:40:00,760,Afternoon,80.0,1400,OO,2,4,6,17,2,2,-1.0,-9.0,On-time,2006-04-13
3830,SAN,ABQ,628.0,6,5,8,Summer,19:00:00,1140,Evening,100.0,2140,WN,1,4,5,15,4,1,-4.0,-13.0,On-time,2006-08-05
3831,EWR,IAH,1400.0,5,23,6,Summer,11:55:00,715,Morning,225.0,1440,CO,3,5,8,15,2,1,6.0,-2.0,On-time,2006-06-23
3832,JAX,JFK,829.0,2,19,12,Winter,14:06:00,846,Afternoon,134.0,1620,OH,2,4,6,11,1,1,14.0,25.0,Moderately delayed,2006-12-19
3833,DAY,CVG,64.0,7,5,3,Spring,17:20:00,1040,Afternoon,40.0,1800,OH,3,4,7,10,1,2,-5.0,-7.0,On-time,2006-03-05
3834,SLC,PIH,150.0,7,22,1,Winter,17:00:00,1020,Afternoon,67.0,1807,OO,4,2,6,8,1,1,-3.0,-6.0,On-time,2006-01-22
3835,PHX,SAN,304.0,7,1,10,Autumn,12:15:00,735,Afternoon,65.0,1320,WN,3,1,4,12,1,1,12.0,8.0,Slightly delayed,2006-10-01
3836,BOS,FLL,1237.0,4,5,10,Autumn,08:40:00,520,Morning,195.0,1155,B6,6,3,9,11,2,1,-5.0,-6.0,On-time,2006-10-05
3837,CLE,LGA,418.0,4,16,3,Spring,15:15:00,915,Afternoon,104.0,1659,CO,4,3,7,13,1,1,-2.0,16.0,Moderately delayed,2006-03-16
3838,ATL,CLT,227.0,4,21,12,Winter,10:12:00,612,Morning,77.0,1129,DL,5,4,9,10,2,1,0.0,-13.0,On-time,2006-12-21
3839,ATL,MEM,332.0,1,27,3,Spring,15:23:00,923,Afternoon,81.0,1544,DL,5,4,9,12,1,1,-3.0,-8.0,On-time,2006-03-27
3840,PHX,BUR,369.0,2,9,5,Spring,06:15:00,375,Morning,85.0,740,WN,3,2,5,14,1,1,0.0,-8.0,On-time,2006-05-09
3841,BWI,MSP,936.0,7,9,7,Summer,08:20:00,500,Morning,160.0,1000,NW,4,4,8,14,2,1,-4.0,-23.0,On-time,2006-07-09
3842,ATL,BOS,946.0,6,25,3,Spring,09:05:00,545,Morning,156.0,1141,FL,5,6,11,11,1,1,2.0,-6.0,On-time,2006-03-25
3843,ANC,FAI,261.0,3,16,8,Summer,11:25:00,685,Morning,58.0,1223,AS,3,4,7,12,1,1,-7.0,3.0,Slightly delayed,2006-08-16
3844,OAK,DEN,957.0,2,21,2,Winter,08:09:00,489,Morning,151.0,1140,UA,4,6,10,20,1,4,-5.0,-8.0,On-time,2006-02-21
3845,CLE,SYR,317.0,4,16,2,Winter,15:15:00,915,Afternoon,71.0,1626,XE,4,3,7,10,1,1,16.0,10.0,Slightly delayed,2006-02-16
3846,BWI,BUF,281.0,7,4,6,Summer,21:15:00,1275,Evening,65.0,2220,WN,4,2,6,9,1,2,20.0,14.0,Slightly delayed,2006-06-04
3847,OAK,MDW,1844.0,4,19,10,Autumn,06:25:00,385,Morning,245.0,1230,WN,4,5,9,21,1,2,3.0,9.0,Slightly delayed,2006-10-19
3848,LGA,MCO,950.0,7,15,1,Winter,19:50:00,1190,Evening,162.0,2232,DL,3,4,7,11,1,1,24.0,18.0,Moderately delayed,2006-01-15
3849,BWI,BDL,283.0,4,12,10,Autumn,14:15:00,855,Afternoon,65.0,1520,WN,4,3,7,11,1,1,1.0,5.0,Slightly delayed,2006-10-12
3850,SAN,SJC,417.0,5,10,2,Winter,06:40:00,400,Morning,85.0,805,WN,1,3,4,6,1,1,0.0,-10.0,On-time,2006-02-10
3851,JFK,IAH,1417.0,6,26,8,Summer,13:35:00,815,Afternoon,232.0,1627,CO,4,5,9,11,1,3,-9.0,-7.0,On-time,2006-08-26
3852,DFW,ELP,551.0,2,9,5,Spring,13:43:00,823,Afternoon,98.0,1421,AA,7,3,10,14,1,1,-5.0,-1.0,On-time,2006-05-09
3853,OAK,LGB,353.0,2,24,1,Winter,15:45:00,945,Afternoon,80.0,1705,B6,4,5,9,14,1,1,-5.0,-8.0,On-time,2006-01-24
3854,EWR,RDU,416.0,2,6,6,Summer,17:00:00,1020,Afternoon,92.0,1832,MQ,3,3,6,18,2,2,73.0,99.0,Excessively delayed,2006-06-06
3855,DEN,DFW,641.0,2,21,2,Winter,16:04:00,964,Afternoon,108.0,1852,UA,6,7,13,20,4,1,103.0,100.0,Excessively delayed,2006-02-21
3856,SLC,OAK,588.0,3,15,11,Autumn,14:52:00,892,Afternoon,112.0,1544,OO,4,4,8,9,1,1,13.0,23.0,Moderately delayed,2006-11-15
3857,ATL,PIA,564.0,5,17,2,Winter,20:34:00,1234,Evening,111.0,2125,EV,5,2,7,17,3,1,8.0,-2.0,On-time,2006-02-17
3858,JFK,AUS,1522.0,5,28,7,Summer,20:45:00,1245,Evening,254.0,2359,B6,4,2,6,13,1,1,135.0,141.0,Excessively delayed,2006-07-28
3859,PHL,ORD,678.0,6,25,3,Spring,15:31:00,931,Afternoon,148.0,1659,AA,4,11,15,11,1,2,11.0,16.0,Moderately delayed,2006-03-25
3860,ATL,BNA,214.0,2,8,8,Summer,16:12:00,972,Afternoon,63.0,1615,DL,5,4,9,16,3,1,4.0,17.0,Moderately delayed,2006-08-08
3861,LGA,FLL,1076.0,6,8,7,Summer,13:25:00,805,Afternoon,175.0,1620,B6,3,3,6,11,2,1,-5.0,-2.0,On-time,2006-07-08
3862,ORD,SGF,438.0,5,8,12,Winter,09:45:00,585,Morning,99.0,1124,OO,11,2,13,16,1,1,-2.0,-19.0,On-time,2006-12-08
3863,DFW,ATL,732.0,3,22,11,Autumn,14:04:00,844,Afternoon,123.0,1707,FL,7,5,12,15,2,5,-6.0,11.0,Slightly delayed,2006-11-22
3864,MDW,DFW,797.0,4,13,4,Spring,18:54:00,1134,Evening,145.0,2119,AA,5,7,12,17,1,2,-3.0,-18.0,On-time,2006-04-13
3865,LAS,ATL,1747.0,3,25,1,Winter,07:00:00,420,Morning,224.0,1344,DL,4,5,9,10,1,3,-4.0,-9.0,On-time,2006-01-25
3866,ATL,MSP,906.0,5,20,1,Winter,12:02:00,722,Afternoon,160.0,1342,EV,5,4,9,24,3,3,14.0,7.0,Slightly delayed,2006-01-20
3867,SFO,RNO,192.0,4,24,8,Summer,12:57:00,777,Afternoon,56.0,1353,OO,4,3,7,16,4,1,-5.0,-5.0,On-time,2006-08-24
3868,TPA,BOS,1185.0,1,20,2,Winter,07:10:00,430,Morning,170.0,1000,DL,3,6,9,18,1,1,-6.0,1.0,Slightly delayed,2006-02-20
3869,CVG,DCA,411.0,3,15,2,Winter,20:45:00,1245,Evening,81.0,2206,DL,4,3,7,11,1,1,-6.0,-15.0,On-time,2006-02-15
3870,ATL,DAY,432.0,5,15,12,Winter,16:11:00,971,Afternoon,91.0,1742,DL,5,3,8,9,1,1,17.0,35.0,Moderately delayed,2006-12-15
3871,IAD,LAX,2288.0,6,23,9,Autumn,10:55:00,655,Morning,320.0,1315,AA,4,4,8,13,1,3,8.0,27.0,Moderately delayed,2006-09-23
3872,HOU,PHX,1020.0,4,16,3,Spring,18:50:00,1130,Evening,170.0,2040,WN,4,3,7,13,1,2,10.0,5.0,Slightly delayed,2006-03-16
3873,ORD,PVD,849.0,6,12,8,Summer,20:45:00,1245,Evening,134.0,2359,UA,11,2,13,12,2,1,-5.0,-16.0,On-time,2006-08-12
3874,DFW,HOU,247.0,4,5,1,Winter,20:46:00,1246,Evening,66.0,2152,MQ,7,4,11,17,4,2,9.0,13.0,Slightly delayed,2006-01-05
3875,PHL,TPA,920.0,6,4,3,Spring,18:25:00,1105,Evening,160.0,2105,US,4,3,7,14,1,1,29.0,11.0,Slightly delayed,2006-03-04
3876,AUS,CLE,1174.0,1,29,5,Spring,06:30:00,390,Morning,177.0,1027,XE,2,4,6,18,1,1,-3.0,-14.0,On-time,2006-05-29
3877,DFW,SDF,733.0,3,5,4,Spring,19:50:00,1190,Evening,118.0,2248,AA,7,3,10,13,1,1,4.0,-8.0,On-time,2006-04-05
3878,PHX,OGG,2845.0,6,8,7,Summer,15:10:00,910,Afternoon,379.0,1829,TZ,3,2,5,11,1,1,-1.0,-9.0,On-time,2006-07-08
3879,ATL,TPA,406.0,6,25,11,Autumn,07:30:00,450,Morning,85.0,855,DL,5,3,8,9,1,1,-1.0,-12.0,On-time,2006-11-25
3880,JAX,LGA,834.0,4,22,6,Summer,06:55:00,415,Morning,145.0,920,OH,2,3,5,16,1,3,0.0,26.0,Moderately delayed,2006-06-22
3881,IAD,LGB,2277.0,3,12,4,Spring,17:40:00,1060,Afternoon,345.0,2025,B6,4,5,9,15,1,1,-1.0,-18.0,On-time,2006-04-12
3882,BNA,BDL,852.0,7,17,12,Winter,14:30:00,870,Afternoon,135.0,1745,WN,4,3,7,13,1,1,-3.0,-17.0,On-time,2006-12-17
3883,MEM,MSP,700.0,5,3,11,Autumn,13:54:00,834,Afternoon,124.0,1558,NW,4,4,8,13,1,1,15.0,9.0,Slightly delayed,2006-11-03
3884,ORD,CLE,316.0,1,27,3,Spring,15:43:00,943,Afternoon,77.0,1800,MQ,11,4,15,12,2,1,-2.0,-2.0,On-time,2006-03-27
3885,SFO,MOD,78.0,3,4,10,Autumn,16:00:00,960,Afternoon,39.0,1639,OO,4,2,6,12,1,1,43.0,47.0,Moderately delayed,2006-10-04
3886,EWR,DTW,487.0,3,27,12,Winter,14:45:00,885,Afternoon,120.0,1645,CO,3,6,9,19,3,2,26.0,19.0,Moderately delayed,2006-12-27
3887,DAL,MSY,437.0,2,2,5,Spring,17:05:00,1025,Afternoon,75.0,1820,WN,3,3,6,12,2,1,22.0,21.0,Moderately delayed,2006-05-02
3888,DCA,RDU,227.0,5,16,6,Summer,09:57:00,597,Morning,63.0,1100,MQ,3,3,6,13,1,1,-6.0,-13.0,On-time,2006-06-16
3889,DCA,ORD,612.0,6,21,10,Autumn,14:55:00,895,Afternoon,115.0,1550,AA,3,11,14,11,1,1,-3.0,8.0,Slightly delayed,2006-10-21
3890,LGA,BOS,185.0,3,2,8,Summer,11:30:00,690,Morning,71.0,1241,DL,3,6,9,17,1,1,-1.0,-6.0,On-time,2006-08-02
3891,CLT,JAX,329.0,4,13,7,Summer,11:30:00,690,Morning,79.0,1249,US,4,2,6,6,1,1,-2.0,-8.0,On-time,2006-07-13
3892,ABQ,IAH,744.0,4,24,8,Summer,09:49:00,589,Morning,132.0,1301,XE,4,5,9,16,2,2,-8.0,-1.0,On-time,2006-08-24
3893,PHX,SAN,304.0,4,26,10,Autumn,14:59:00,899,Afternoon,74.0,1613,YV,3,1,4,18,3,1,-1.0,-3.0,On-time,2006-10-26
3894,DEN,GUC,152.0,4,7,12,Winter,08:29:00,509,Morning,70.0,939,YV,6,2,8,15,2,1,1.0,-5.0,On-time,2006-12-07
3895,JFK,ATL,760.0,4,9,11,Autumn,17:40:00,1060,Afternoon,180.0,2040,DL,4,5,9,16,1,3,-1.0,-11.0,On-time,2006-11-09
3896,RSW,CLT,600.0,3,22,2,Winter,19:10:00,1150,Evening,107.0,2057,US,1,4,5,20,2,1,13.0,18.0,Moderately delayed,2006-02-22
3897,PHX,MDW,1444.0,6,22,4,Spring,10:00:00,600,Morning,205.0,1525,WN,3,5,8,15,3,2,0.0,-15.0,On-time,2006-04-22
3898,PHL,MDW,668.0,4,24,8,Summer,07:00:00,420,Morning,140.0,820,WN,4,5,9,16,1,1,17.0,134.0,Excessively delayed,2006-08-24
3899,LAS,SAN,258.0,5,24,2,Winter,21:30:00,1290,Evening,60.0,2230,WN,4,1,5,13,1,1,0.0,0.0,On-time,2006-02-24
3900,JFK,LAX,2475.0,2,24,10,Autumn,16:05:00,965,Afternoon,368.0,1913,UA,4,4,8,14,1,3,-2.0,22.0,Moderately delayed,2006-10-24
3901,STL,DSM,260.0,6,11,3,Spring,06:57:00,417,Morning,63.0,800,MQ,4,2,6,12,1,1,-8.0,-11.0,On-time,2006-03-11
3902,HOU,DAL,239.0,2,23,5,Spring,20:30:00,1230,Evening,55.0,2125,WN,4,3,7,11,2,1,0.0,-5.0,On-time,2006-05-23
3903,LAS,ATL,1747.0,5,17,3,Spring,00:10:00,10,Night,223.0,653,DL,4,5,9,11,1,3,23.0,8.0,Slightly delayed,2006-03-17
3904,ATL,OMA,821.0,7,10,12,Winter,22:30:00,1350,Evening,149.0,2359,EV,5,3,8,10,3,1,0.0,-29.0,On-time,2006-12-10
3905,DAL,AUS,189.0,5,21,4,Spring,06:30:00,390,Morning,50.0,720,WN,3,2,5,14,1,1,0.0,8.0,Slightly delayed,2006-04-21
3906,SFO,HNL,2398.0,7,26,2,Winter,08:30:00,510,Morning,325.0,1155,HA,4,6,10,13,1,1,-5.0,20.0,Moderately delayed,2006-02-26
3907,MEM,DFW,432.0,6,11,2,Winter,13:13:00,793,Afternoon,97.0,1450,MQ,4,7,11,11,1,1,29.0,36.0,Moderately delayed,2006-02-11
3908,SEA,CLE,2021.0,4,11,5,Spring,07:10:00,430,Morning,255.0,1425,CO,4,4,8,14,1,2,-5.0,-5.0,On-time,2006-05-11
3909,MDW,LAS,1521.0,3,15,2,Winter,21:35:00,1295,Evening,230.0,2325,WN,5,4,9,11,1,2,5.0,23.0,Moderately delayed,2006-02-15
3910,RIC,MIA,826.0,2,13,6,Summer,06:20:00,380,Morning,146.0,846,MQ,3,4,7,15,1,1,0.0,14.0,Slightly delayed,2006-06-13
3911,IAD,CLT,321.0,2,21,11,Autumn,07:00:00,420,Morning,85.0,825,US,4,4,8,16,2,2,13.0,39.0,Moderately delayed,2006-11-21
3912,MSP,MSN,228.0,6,16,9,Autumn,13:12:00,792,Afternoon,55.0,1407,NW,4,3,7,11,1,1,-3.0,-4.0,On-time,2006-09-16
3913,SNA,SJC,342.0,5,7,4,Spring,07:50:00,470,Morning,75.0,905,MQ,2,3,5,16,1,1,-3.0,-2.0,On-time,2006-04-07
3914,LGA,BOS,185.0,5,20,10,Autumn,08:35:00,515,Morning,75.0,950,MQ,3,6,9,11,3,1,6.0,14.0,Slightly delayed,2006-10-20
3915,CVG,COS,1078.0,7,5,3,Spring,18:15:00,1095,Evening,181.0,1916,OH,4,3,7,10,2,1,-2.0,-4.0,On-time,2006-03-05
3916,SMF,SFO,86.0,4,5,10,Autumn,06:41:00,401,Morning,44.0,725,OO,2,4,6,11,1,1,-5.0,-1.0,On-time,2006-10-05
3917,PBI,CLE,1020.0,3,18,1,Winter,13:05:00,785,Afternoon,170.0,1555,CO,3,4,7,9,1,1,65.0,54.0,Moderately delayed,2006-01-18
3918,ORD,MSN,109.0,2,31,1,Winter,21:56:00,1316,Evening,47.0,2243,MQ,11,3,14,16,4,1,-4.0,-3.0,On-time,2006-01-31
3919,AUS,LAX,1242.0,5,8,12,Winter,18:15:00,1095,Evening,190.0,1925,AA,2,4,6,16,2,1,26.0,13.0,Slightly delayed,2006-12-08
3920,MCI,LAX,1363.0,4,30,11,Autumn,16:30:00,990,Afternoon,220.0,1810,WN,3,4,7,12,1,1,-1.0,-23.0,On-time,2006-11-30
3921,MCO,ATL,403.0,6,25,2,Winter,10:29:00,629,Morning,88.0,1157,DL,4,5,9,8,1,3,1.0,1.0,Slightly delayed,2006-02-25
3922,DAY,ATL,432.0,4,27,4,Spring,16:48:00,1008,Afternoon,102.0,1830,DL,3,5,8,20,1,3,-1.0,-10.0,On-time,2006-04-27
3923,SAN,SAT,1129.0,6,11,2,Winter,09:50:00,590,Morning,160.0,1430,WN,1,3,4,11,1,1,0.0,-16.0,On-time,2006-02-11
3924,LAS,PHX,256.0,7,30,4,Spring,15:50:00,950,Afternoon,75.0,1705,WN,4,3,7,7,2,2,0.0,-15.0,On-time,2006-04-30
3925,PIT,PHL,267.0,7,22,10,Autumn,14:40:00,880,Afternoon,70.0,1550,WN,4,4,8,17,1,3,2.0,-7.0,On-time,2006-10-22
3926,MCI,DEN,533.0,6,2,9,Autumn,19:00:00,1140,Evening,100.0,1940,WN,3,6,9,12,2,1,-4.0,-7.0,On-time,2006-09-02
3927,MIA,ORD,1197.0,7,1,10,Autumn,16:15:00,975,Afternoon,199.0,1834,UA,4,11,15,12,1,2,-9.0,-7.0,On-time,2006-10-01
3928,AUS,IAH,140.0,6,26,8,Summer,06:00:00,360,Morning,52.0,652,CO,2,5,7,11,1,3,-2.0,3.0,Slightly delayed,2006-08-26
3929,LAS,SNA,226.0,1,19,6,Summer,20:35:00,1235,Evening,65.0,2140,WN,4,2,6,18,2,2,20.0,10.0,Slightly delayed,2006-06-19
3930,COS,PHX,551.0,1,6,2,Winter,08:10:00,490,Morning,130.0,1020,YV,3,3,6,16,1,2,-5.0,-15.0,On-time,2006-02-06
3931,PHL,RDU,336.0,4,16,3,Spring,21:55:00,1315,Evening,90.0,2325,WN,4,3,7,13,2,1,0.0,-25.0,On-time,2006-03-16
3932,LAX,SAT,1210.0,4,15,6,Summer,11:24:00,684,Morning,170.0,1614,AA,4,3,7,19,2,1,-3.0,-6.0,On-time,2006-06-15
3933,MCO,BWI,787.0,4,28,9,Autumn,07:55:00,475,Morning,125.0,1000,WN,4,4,8,13,2,1,-4.0,-10.0,On-time,2006-09-28
3934,PHL,PBI,951.0,1,26,6,Summer,18:05:00,1085,Evening,167.0,2052,US,4,3,7,15,1,1,121.0,111.0,Excessively delayed,2006-06-26
3935,EWR,MHT,209.0,3,27,12,Winter,08:50:00,530,Morning,76.0,1006,XE,3,2,5,19,3,1,2.0,32.0,Moderately delayed,2006-12-27
3936,PIT,MDW,402.0,2,10,10,Autumn,15:50:00,950,Afternoon,80.0,1610,WN,4,5,9,14,2,1,1.0,-5.0,On-time,2006-10-10
3937,DEN,TPA,1506.0,1,11,12,Winter,18:30:00,1110,Evening,195.0,2345,UA,6,3,9,13,2,1,-6.0,3.0,Slightly delayed,2006-12-11
3938,PHX,TPA,1788.0,7,12,2,Winter,09:54:00,594,Morning,239.0,1553,US,3,3,6,10,3,3,0.0,-30.0,On-time,2006-02-12
3939,ATL,ISP,795.0,2,18,4,Spring,15:17:00,917,Afternoon,136.0,1733,EV,5,4,9,9,2,1,34.0,42.0,Moderately delayed,2006-04-18
3940,TPA,MSY,487.0,3,18,1,Winter,07:05:00,425,Morning,85.0,730,WN,3,3,6,9,2,1,0.0,15.0,Slightly delayed,2006-01-18
3941,DEN,SMF,910.0,4,21,9,Autumn,11:40:00,700,Morning,141.0,1301,UA,6,2,8,14,2,1,6.0,27.0,Moderately delayed,2006-09-21
3942,DFW,IAH,224.0,4,21,9,Autumn,07:00:00,420,Morning,71.0,811,CO,7,5,12,14,1,1,13.0,9.0,Slightly delayed,2006-09-21
3943,LAX,PHL,2401.0,3,5,7,Summer,22:45:00,1365,Evening,310.0,655,UA,4,4,8,13,2,2,5.0,3.0,Slightly delayed,2006-07-05
3944,GRR,LGA,618.0,7,30,4,Spring,12:36:00,756,Afternoon,115.0,1431,MQ,3,3,6,7,1,1,-2.0,-2.0,On-time,2006-04-30
3945,LAS,SLC,368.0,2,12,9,Autumn,19:20:00,1160,Evening,75.0,2135,WN,4,4,8,14,3,2,5.0,6.0,Slightly delayed,2006-09-12
3946,ONT,LAS,197.0,1,30,10,Autumn,12:50:00,770,Afternoon,55.0,1345,WN,2,4,6,10,1,1,-1.0,7.0,Slightly delayed,2006-10-30
3947,ORD,SWF,714.0,5,8,9,Autumn,15:55:00,955,Afternoon,130.0,1905,MQ,11,2,13,8,1,1,-6.0,-7.0,On-time,2006-09-08
3948,MCI,PHX,1044.0,6,4,2,Winter,12:15:00,735,Afternoon,180.0,1415,WN,3,3,6,12,1,2,0.0,-19.0,On-time,2006-02-04
3949,ATL,BDL,859.0,7,22,1,Winter,20:40:00,1240,Evening,137.0,2257,DL,5,3,8,8,3,1,171.0,157.0,Excessively delayed,2006-01-22
3950,GRR,CVG,268.0,1,6,3,Spring,10:17:00,617,Morning,73.0,1130,OH,3,4,7,17,1,2,-5.0,-3.0,On-time,2006-03-06
3951,PHX,LAS,256.0,1,16,1,Winter,07:00:00,420,Morning,60.0,700,WN,3,4,7,12,2,3,0.0,0.0,On-time,2006-01-16
3952,IND,MCO,828.0,2,5,12,Winter,07:20:00,440,Morning,123.0,923,FL,3,4,7,11,1,1,-6.0,6.0,Slightly delayed,2006-12-05
3953,SNA,LAS,226.0,4,23,11,Autumn,17:41:00,1061,Afternoon,65.0,1846,US,2,4,6,17,2,1,-10.0,-13.0,On-time,2006-11-23
3954,LGA,CMH,478.0,5,26,5,Spring,14:45:00,885,Afternoon,107.0,1632,MQ,3,2,5,10,1,1,61.0,57.0,Moderately delayed,2006-05-26
3955,BOS,PHX,2300.0,1,22,5,Spring,18:25:00,1105,Evening,345.0,2110,B6,6,3,9,16,2,3,-3.0,4.0,Slightly delayed,2006-05-22
3956,ORD,SLC,1249.0,7,10,9,Autumn,19:50:00,1190,Evening,210.0,2220,UA,11,4,15,10,1,1,102.0,73.0,Excessively delayed,2006-09-10
3957,ORD,GRR,137.0,1,18,12,Winter,09:15:00,555,Morning,55.0,1110,MQ,11,3,14,18,3,1,-8.0,-14.0,On-time,2006-12-18
3958,CVG,BGR,906.0,1,7,8,Summer,21:10:00,1270,Evening,137.0,2327,OH,4,1,5,18,3,1,-1.0,-12.0,On-time,2006-08-07
3959,MIA,SFO,2585.0,4,26,10,Autumn,07:55:00,475,Morning,355.0,1050,AA,4,4,8,18,1,1,-2.0,-2.0,On-time,2006-10-26
3960,DEN,SFO,967.0,3,3,5,Spring,07:00:00,420,Morning,155.0,835,F9,6,4,10,16,2,1,-8.0,0.0,On-time,2006-05-03
3961,LAS,BUR,223.0,5,12,5,Spring,12:20:00,740,Afternoon,65.0,1325,WN,4,2,6,12,2,1,15.0,6.0,Slightly delayed,2006-05-12
3962,LAX,YUM,237.0,2,14,2,Winter,11:57:00,717,Morning,65.0,1402,OO,4,4,8,16,2,1,55.0,64.0,Excessively delayed,2006-02-14
3963,OAK,LAX,337.0,5,14,4,Spring,07:00:00,420,Morning,75.0,815,WN,4,4,8,12,1,1,0.0,2.0,Slightly delayed,2006-04-14
3964,MDW,ATL,590.0,1,19,6,Summer,06:30:00,390,Morning,118.0,928,EV,5,5,10,18,1,2,0.0,-2.0,On-time,2006-06-19
3965,ORD,BOS,867.0,2,18,7,Summer,19:45:00,1185,Evening,138.0,2303,AA,11,6,17,10,2,2,18.0,9.0,Slightly delayed,2006-07-18
3966,IAH,HRL,295.0,4,2,2,Winter,14:40:00,880,Afternoon,72.0,1552,XE,5,3,8,15,3,1,-3.0,-2.0,On-time,2006-02-02
