,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date
3631,DTW,IAH,1076.0,7,5,11,Autumn,06:15:00,375,Morning,195.0,830,CO,6,5,11,14,1,2,-3.0,-13.0,On-time,2006-11-05
3632,CMH,EWR,462.0,3,22,11,Autumn,19:45:00,1185,Evening,111.0,2136,XE,2,3,5,15,2,1,149.0,164.0,Excessively delayed,2006-11-22
3633,PHX,MKE,1460.0,1,2,1,Winter,10:09:00,609,Morning,216.0,1445,US,3,5,8,12,3,2,52.0,43.0,Moderately delayed,2006-01-02
3634,IAD,EWR,213.0,2,26,9,Autumn,07:00:00,420,Morning,75.0,815,XE,4,3,7,13,2,2,-10.0,-19.0,On-time,2006-09-26
3635,ORD,IAD,589.0,1,13,2,Winter,11:13:00,673,Morning,105.0,1358,MQ,11,4,15,14,3,1,-2.0,-7.0,On-time,2006-02-13
3636,LGA,MIA,1097.0,5,6,1,Winter,12:30:00,750,Afternoon,183.0,1533,AA,3,4,7,13,2,1,-4.0,5.0,Slightly delayed,2006-01-06
3637,SFO,BWI,2457.0,4,24,8,Summer,14:20:00,860,Afternoon,313.0,2233,UA,4,4,8,16,4,1,-6.0,6.0,Slightly delayed,2006-08-24
3638,EWR,RDU,416.0,2,17,10,Autumn,17:40:00,1060,Afternoon,106.0,1926,CO,3,3,6,9,1,1,171.0,149.0,Excessively delayed,2006-10-17
3639,ATL,HSV,151.0,1,30,1,Winter,15:55:00,955,Afternoon,54.0,1549,EV,5,2,7,18,3,1,12.0,8.0,Slightly delayed,2006-01-30
3640,PDX,SMF,479.0,6,11,11,Autumn,13:05:00,785,Afternoon,85.0,1430,WN,3,2,5,11,1,1,0.0,-3.0,On-time,2006-11-11
3641,BWI,MHT,377.0,1,17,7,Summer,10:20:00,620,Morning,75.0,1135,WN,4,2,6,15,1,1,-2.0,-3.0,On-time,2006-07-17
3642,CLT,PVD,683.0,3,1,2,Winter,09:55:00,595,Morning,116.0,1151,US,4,2,6,10,1,1,1.0,2.0,Slightly delayed,2006-02-01
3643,BOS,STL,1046.0,5,3,3,Spring,13:00:00,780,Afternoon,195.0,1515,MQ,6,4,10,15,1,1,-5.0,-18.0,On-time,2006-03-03
3644,MEM,MSY,349.0,2,21,11,Autumn,09:25:00,565,Morning,75.0,1040,NW,4,3,7,16,1,1,-2.0,-7.0,On-time,2006-11-21
3645,DEN,DFW,641.0,1,25,9,Autumn,11:50:00,710,Morning,110.0,1440,F9,6,7,13,17,1,3,-7.0,-8.0,On-time,2006-09-25
3646,IAH,LFT,201.0,3,27,12,Winter,10:30:00,630,Morning,59.0,1129,XE,5,3,8,19,1,1,-8.0,-20.0,On-time,2006-12-27
3647,BWI,BDL,283.0,3,31,5,Spring,19:05:00,1145,Evening,65.0,2010,WN,4,3,7,9,1,1,24.0,28.0,Moderately delayed,2006-05-31
3648,STL,TUL,351.0,5,28,4,Spring,20:35:00,1235,Evening,70.0,2145,WN,4,3,7,12,1,1,0.0,1.0,Slightly delayed,2006-04-28
3649,ORD,MCI,403.0,4,5,1,Winter,20:05:00,1205,Evening,88.0,2133,UA,11,3,14,17,1,1,-4.0,4.0,Slightly delayed,2006-01-05
3650,MCO,FLL,178.0,2,28,3,Spring,07:10:00,430,Morning,55.0,805,WN,4,3,7,14,1,1,0.0,0.0,On-time,2006-03-28
3651,TPA,CLT,508.0,4,31,8,Summer,14:55:00,895,Afternoon,97.0,1632,US,3,4,7,11,1,1,0.0,-12.0,On-time,2006-08-31
3652,STL,SDF,254.0,2,4,7,Summer,13:15:00,795,Afternoon,60.0,1515,WN,4,3,7,17,2,1,-2.0,3.0,Slightly delayed,2006-07-04
3653,BWI,RDU,255.0,6,29,7,Summer,20:00:00,1200,Evening,65.0,2105,WN,4,3,7,10,1,1,4.0,-7.0,On-time,2006-07-29
3654,LAX,SJC,308.0,3,8,2,Winter,18:14:00,1094,Evening,70.0,1924,MQ,4,3,7,16,2,1,-4.0,-6.0,On-time,2006-02-08
3655,MCO,ORF,655.0,2,3,10,Autumn,13:20:00,800,Afternoon,115.0,1515,OH,4,2,6,11,1,1,-5.0,-5.0,On-time,2006-10-03
3656,PHX,ONT,325.0,7,2,7,Summer,19:10:00,1150,Evening,72.0,2022,US,3,2,5,10,3,1,44.0,34.0,Moderately delayed,2006-07-02
3657,MIA,EWR,1086.0,4,13,4,Spring,06:45:00,405,Morning,174.0,939,CO,4,3,7,17,1,2,15.0,31.0,Moderately delayed,2006-04-13
3658,SJC,SBA,234.0,2,31,1,Winter,10:21:00,621,Morning,60.0,1121,OO,3,3,6,16,1,1,-1.0,-4.0,On-time,2006-01-31
3659,DAL,LIT,296.0,4,15,6,Summer,08:50:00,530,Morning,60.0,950,WN,3,3,6,19,1,1,5.0,5.0,Slightly delayed,2006-06-15
3660,CVG,LAS,1678.0,5,1,12,Winter,21:05:00,1265,Evening,262.0,2227,DL,4,4,8,9,1,1,-2.0,9.0,Slightly delayed,2006-12-01
3661,ATL,CRP,876.0,1,18,12,Winter,11:24:00,684,Morning,161.0,1305,EV,5,2,7,18,5,1,19.0,-8.0,On-time,2006-12-18
3662,DFW,TPA,929.0,3,15,11,Autumn,13:15:00,795,Afternoon,140.0,1635,AA,7,3,10,9,2,1,103.0,108.0,Excessively delayed,2006-11-15
3663,PHX,ABQ,328.0,6,23,9,Autumn,15:05:00,905,Afternoon,69.0,1714,US,3,4,7,13,1,1,-9.0,-14.0,On-time,2006-09-23
3664,PHX,IAH,1009.0,5,10,11,Autumn,18:25:00,1105,Evening,152.0,2157,XE,3,5,8,5,1,1,-4.0,11.0,Slightly delayed,2006-11-10
3665,MIA,SFO,2585.0,7,13,8,Summer,18:15:00,1095,Evening,350.0,2105,AA,4,4,8,14,1,1,-3.0,2.0,Slightly delayed,2006-08-13
3666,MDW,TPA,997.0,7,10,9,Autumn,10:25:00,625,Morning,150.0,1355,WN,5,3,8,10,1,1,12.0,0.0,On-time,2006-09-10
3667,LAX,DEN,862.0,4,19,1,Winter,12:54:00,774,Afternoon,141.0,1615,AA,4,6,10,16,2,1,0.0,11.0,Slightly delayed,2006-01-19
3668,SAT,HRL,233.0,2,12,9,Autumn,18:10:00,1090,Evening,50.0,1900,WN,3,3,6,14,1,1,-1.0,-2.0,On-time,2006-09-12
3669,CLE,MDW,307.0,1,11,9,Autumn,08:50:00,530,Morning,76.0,906,XE,4,5,9,14,1,1,59.0,54.0,Moderately delayed,2006-09-11
3670,DFW,AMA,313.0,3,8,3,Spring,12:36:00,756,Afternoon,72.0,1348,MQ,7,2,9,14,1,1,-6.0,-8.0,On-time,2006-03-08
3671,AUS,LAX,1242.0,3,2,8,Summer,09:00:00,540,Morning,182.0,1002,AA,2,4,6,17,1,3,-6.0,-5.0,On-time,2006-08-02
3672,SBA,LAX,89.0,7,2,4,Spring,05:38:00,338,Night,47.0,625,MQ,3,4,7,14,1,1,-2.0,-8.0,On-time,2006-04-02
3673,SAN,SLC,626.0,4,30,11,Autumn,13:15:00,795,Afternoon,110.0,1605,DL,1,4,5,12,2,1,-3.0,-4.0,On-time,2006-11-30
3674,LAS,TPA,1984.0,7,26,11,Autumn,16:30:00,990,Afternoon,250.0,2340,WN,4,3,7,10,2,2,63.0,48.0,Moderately delayed,2006-11-26
3675,PIT,DEN,1290.0,5,22,9,Autumn,08:20:00,500,Morning,205.0,945,UA,4,6,10,13,1,3,8.0,3.0,Slightly delayed,2006-09-22
3676,LGA,RDU,431.0,3,1,11,Autumn,15:40:00,940,Afternoon,105.0,1725,MQ,3,3,6,11,1,1,-7.0,3.0,Slightly delayed,2006-11-01
3677,PHL,FLL,992.0,3,11,10,Autumn,17:55:00,1075,Afternoon,173.0,2048,US,4,3,7,10,1,1,50.0,54.0,Moderately delayed,2006-10-11
3678,LAS,DEN,629.0,7,11,6,Summer,12:55:00,775,Afternoon,115.0,1550,WN,4,6,10,10,1,1,33.0,38.0,Moderately delayed,2006-06-11
3679,MDW,HOU,937.0,7,21,5,Spring,14:35:00,875,Afternoon,165.0,1720,WN,5,4,9,16,2,1,0.0,-15.0,On-time,2006-05-21
3680,LGA,DTW,501.0,4,13,4,Spring,07:20:00,440,Morning,120.0,920,NW,3,6,9,17,1,2,-6.0,-8.0,On-time,2006-04-13
3681,MDW,PDX,1751.0,5,4,8,Summer,10:40:00,640,Morning,255.0,1255,WN,5,3,8,17,2,1,1.0,-1.0,On-time,2006-08-04
3682,BOS,JFK,187.0,4,4,5,Spring,09:50:00,590,Morning,69.0,1059,MQ,6,4,10,16,2,2,26.0,17.0,Moderately delayed,2006-05-04
3683,ORD,SEA,1721.0,2,8,8,Summer,09:55:00,595,Morning,255.0,1210,UA,11,4,15,16,1,1,1.0,-7.0,On-time,2006-08-08
3684,PHX,DCA,1979.0,1,27,3,Spring,09:45:00,585,Morning,245.0,1550,US,3,3,6,12,3,1,9.0,14.0,Slightly delayed,2006-03-27
3685,GSP,ATL,153.0,4,31,8,Summer,16:05:00,965,Afternoon,60.0,1705,EV,1,5,6,11,1,2,65.0,67.0,Excessively delayed,2006-08-31
3686,JAX,IAD,631.0,3,19,7,Summer,14:55:00,895,Afternoon,114.0,1649,YV,2,4,6,16,1,1,8.0,-1.0,On-time,2006-07-19
3687,DEN,SFO,967.0,2,31,10,Autumn,08:30:00,510,Morning,163.0,1013,UA,6,4,10,15,3,3,-2.0,6.0,Slightly delayed,2006-10-31
3688,MKE,MEM,556.0,1,11,12,Winter,06:30:00,390,Morning,113.0,823,NW,5,4,9,13,1,1,-1.0,2.0,Slightly delayed,2006-12-11
3689,SLC,SEA,689.0,7,16,7,Summer,15:10:00,910,Afternoon,122.0,1612,DL,4,4,8,13,3,2,-2.0,-8.0,On-time,2006-07-16
3690,BDL,BWI,283.0,2,6,6,Summer,10:45:00,645,Morning,65.0,1150,WN,3,4,7,18,1,1,5.0,5.0,Slightly delayed,2006-06-06
3691,LIT,DFW,304.0,7,22,1,Winter,05:38:00,338,Night,74.0,652,MQ,3,7,10,8,1,1,6.0,9.0,Slightly delayed,2006-01-22
3692,BWI,MHT,377.0,5,17,3,Spring,08:35:00,515,Morning,75.0,950,WN,4,2,6,11,2,1,0.0,5.0,Slightly delayed,2006-03-17
3693,HNL,EWR,4962.0,1,14,8,Summer,21:30:00,1290,Evening,570.0,1300,CO,6,3,9,18,1,3,-5.0,-12.0,On-time,2006-08-14
3694,STL,TUL,351.0,3,29,11,Autumn,08:40:00,520,Morning,75.0,955,WN,4,3,7,10,1,1,0.0,3.0,Slightly delayed,2006-11-29
3695,DTW,MDW,229.0,4,6,4,Spring,08:45:00,525,Morning,70.0,855,WN,6,5,11,16,2,1,0.0,-13.0,On-time,2006-04-06
3696,SLC,GTF,463.0,7,26,3,Spring,10:22:00,622,Morning,89.0,1151,OO,4,3,7,9,1,1,-2.0,17.0,Moderately delayed,2006-03-26
3697,PHX,CLE,1737.0,3,7,6,Summer,07:45:00,465,Morning,223.0,1428,CO,3,4,7,16,3,2,-1.0,5.0,Slightly delayed,2006-06-07
3698,DEN,MDW,895.0,7,13,8,Summer,11:40:00,700,Morning,135.0,1455,F9,6,5,11,14,2,2,-2.0,-2.0,On-time,2006-08-13
3699,JFK,PHX,2153.0,3,15,2,Winter,18:00:00,1080,Evening,351.0,2151,US,4,3,7,11,1,2,68.0,98.0,Excessively delayed,2006-02-15
3700,OAK,DFW,1456.0,3,16,8,Summer,12:43:00,763,Afternoon,208.0,1811,AA,4,7,11,12,2,1,-2.0,3.0,Slightly delayed,2006-08-16
3701,BOS,PHX,2300.0,2,22,8,Summer,18:10:00,1090,Evening,336.0,2046,US,6,3,9,20,1,4,-4.0,20.0,Moderately delayed,2006-08-22
3702,PBI,DFW,1103.0,4,1,6,Summer,18:19:00,1099,Evening,185.0,2024,AA,3,7,10,13,1,3,0.0,-19.0,On-time,2006-06-01
3703,PHX,DEN,602.0,3,22,2,Winter,12:29:00,749,Afternoon,107.0,1416,UA,3,6,9,20,2,2,22.0,8.0,Slightly delayed,2006-02-22
3704,DEN,BNA,1013.0,2,5,12,Winter,17:55:00,1075,Afternoon,145.0,2120,F9,6,4,10,11,1,2,-7.0,-5.0,On-time,2006-12-05
3705,LIH,HNL,102.0,2,28,11,Autumn,18:00:00,1080,Evening,29.0,1829,AQ,2,6,8,9,1,2,-8.0,-6.0,On-time,2006-11-28
3706,DEN,XNA,616.0,4,21,9,Autumn,10:55:00,655,Morning,92.0,1327,OO,6,2,8,14,2,1,95.0,97.0,Excessively delayed,2006-09-21
3707,CLE,PHL,363.0,5,21,7,Summer,07:40:00,460,Morning,96.0,916,XE,4,4,8,14,1,1,-7.0,-4.0,On-time,2006-07-21
3708,LAS,SMF,397.0,2,21,2,Winter,16:10:00,970,Afternoon,91.0,1741,US,4,2,6,20,1,1,1.0,-6.0,On-time,2006-02-21
3709,FAT,SLC,501.0,1,16,1,Winter,09:41:00,581,Morning,91.0,1212,OO,2,4,6,12,1,2,-6.0,-5.0,On-time,2006-01-16
3710,ORD,SGF,438.0,6,23,12,Winter,20:05:00,1205,Evening,99.0,2144,OO,11,2,13,12,1,1,-2.0,-11.0,On-time,2006-12-23
3711,IAH,GRR,1042.0,7,17,9,Autumn,10:45:00,645,Morning,168.0,1433,XE,5,3,8,21,2,1,-1.0,-17.0,On-time,2006-09-17
3712,BUR,PHX,369.0,1,2,1,Winter,09:35:00,575,Morning,85.0,1200,WN,2,3,5,12,1,3,15.0,5.0,Slightly delayed,2006-01-02
3713,COS,DEN,72.0,4,24,8,Summer,09:45:00,585,Morning,49.0,1034,YV,3,6,9,16,1,1,-3.0,-7.0,On-time,2006-08-24
3714,OKC,ATL,761.0,6,4,3,Spring,10:53:00,653,Morning,114.0,1347,EV,4,5,9,14,1,3,9.0,3.0,Slightly delayed,2006-03-04
3715,TPA,MIA,204.0,1,27,3,Spring,06:48:00,408,Morning,55.0,743,AA,3,4,7,12,1,1,0.0,-2.0,On-time,2006-03-27
3716,BOS,PHX,2300.0,2,21,11,Autumn,18:10:00,1090,Evening,335.0,2145,B6,6,3,9,16,1,1,3.0,-7.0,On-time,2006-11-21
3717,DFW,MSP,852.0,1,25,9,Autumn,18:50:00,1130,Evening,141.0,2111,NW,7,4,11,17,3,1,-12.0,-18.0,On-time,2006-09-25
3718,ORD,BNA,409.0,3,21,6,Summer,11:15:00,675,Morning,89.0,1244,YV,11,4,15,14,3,1,90.0,86.0,Excessively delayed,2006-06-21
3719,SFO,LAX,337.0,2,24,10,Autumn,10:02:00,602,Morning,88.0,1130,UA,4,4,8,14,1,3,2.0,2.0,Slightly delayed,2006-10-24
3720,CVG,MSP,596.0,4,27,7,Summer,14:25:00,865,Afternoon,117.0,1522,OH,4,4,8,14,3,2,28.0,27.0,Moderately delayed,2006-07-27
3721,ROC,JFK,264.0,6,1,7,Summer,08:30:00,510,Morning,70.0,940,B6,3,4,7,8,1,1,-10.0,-2.0,On-time,2006-07-01
3722,ATL,BNA,214.0,7,21,5,Spring,08:00:00,480,Morning,65.0,805,EV,5,4,9,16,3,1,-5.0,-5.0,On-time,2006-05-21
3723,DTW,DFW,987.0,1,24,7,Summer,11:15:00,675,Morning,160.0,1255,AA,6,7,13,15,1,4,-3.0,-15.0,On-time,2006-07-24
3724,MCO,BWI,787.0,4,15,6,Summer,13:40:00,820,Afternoon,135.0,1555,WN,4,4,8,19,2,2,0.0,-9.0,On-time,2006-06-15
3725,PHX,SLC,507.0,4,20,4,Spring,11:30:00,690,Morning,90.0,1400,WN,3,4,7,14,1,2,35.0,30.0,Moderately delayed,2006-04-20
3726,DFW,TPA,929.0,2,16,5,Spring,10:47:00,647,Morning,142.0,1409,AA,7,3,10,10,3,1,-5.0,-7.0,On-time,2006-05-16
3727,JFK,BOS,187.0,6,7,10,Autumn,15:10:00,910,Afternoon,70.0,1620,B6,4,6,10,10,1,3,-2.0,-4.0,On-time,2006-10-07
3728,LAS,SLC,368.0,3,20,9,Autumn,20:15:00,1215,Evening,75.0,2230,WN,4,4,8,13,1,2,0.0,2.0,Slightly delayed,2006-09-20
3729,DFW,TUL,237.0,3,11,10,Autumn,14:55:00,895,Afternoon,65.0,1600,MQ,7,3,10,10,1,1,0.0,-1.0,On-time,2006-10-11
3730,DCA,SEA,2329.0,2,16,5,Spring,17:51:00,1071,Afternoon,349.0,2040,AS,3,4,7,10,1,3,-5.0,-32.0,On-time,2006-05-16
3731,ATL,GSP,153.0,4,19,10,Autumn,16:48:00,1008,Afternoon,57.0,1745,DL,5,1,6,21,3,1,78.0,91.0,Excessively delayed,2006-10-19
3732,FLL,DEN,1703.0,6,16,9,Autumn,14:15:00,855,Afternoon,255.0,1630,F9,3,6,9,11,1,1,-10.0,-27.0,On-time,2006-09-16
3733,IAD,SFO,2419.0,4,20,7,Summer,16:27:00,987,Afternoon,338.0,1905,UA,4,4,8,13,1,1,4.0,-24.0,On-time,2006-07-20
3734,SAT,IAH,191.0,5,17,2,Winter,19:12:00,1152,Evening,55.0,2007,CO,3,5,8,17,1,1,47.0,43.0,Moderately delayed,2006-02-17
3735,IAH,CMH,986.0,6,25,3,Spring,10:50:00,650,Morning,150.0,1420,XE,5,2,7,11,2,1,-1.0,-8.0,On-time,2006-03-25
3736,LGA,FLL,1076.0,1,16,1,Winter,06:59:00,419,Morning,189.0,1008,AA,3,3,6,12,2,1,0.0,-3.0,On-time,2006-01-16
3737,HOU,MSY,303.0,6,5,8,Summer,17:00:00,1020,Afternoon,65.0,1805,WN,4,3,7,15,1,1,8.0,33.0,Moderately delayed,2006-08-05
3738,ATL,GSO,306.0,3,30,8,Summer,20:00:00,1200,Evening,76.0,2116,DL,5,3,8,13,3,1,62.0,61.0,Excessively delayed,2006-08-30
3739,SFO,JFK,2586.0,5,5,5,Spring,12:00:00,720,Afternoon,329.0,2029,AA,4,4,8,14,1,1,-5.0,-13.0,On-time,2006-05-05
3740,ATL,CHS,259.0,2,27,6,Summer,20:16:00,1216,Evening,68.0,2124,DL,5,2,7,15,3,1,3.0,7.0,Slightly delayed,2006-06-27
3741,DEN,ORD,888.0,5,16,6,Summer,17:31:00,1051,Afternoon,139.0,2050,AA,6,11,17,13,3,1,-3.0,37.0,Moderately delayed,2006-06-16
3742,SJU,LAX,3386.0,2,3,1,Winter,12:30:00,750,Afternoon,453.0,1603,AA,2,4,6,12,1,3,-5.0,-15.0,On-time,2006-01-03
3743,PDX,BOI,344.0,2,21,3,Spring,16:20:00,980,Afternoon,60.0,1820,WN,3,3,6,11,1,1,-3.0,-8.0,On-time,2006-03-21
3744,CLE,ERI,98.0,1,4,12,Winter,20:35:00,1235,Evening,45.0,2120,XE,4,2,6,6,1,1,-9.0,-14.0,On-time,2006-12-04
3745,ORF,IAD,157.0,3,28,6,Summer,16:06:00,966,Afternoon,64.0,1710,YV,2,4,6,21,1,1,74.0,81.0,Excessively delayed,2006-06-28
3746,PDX,ORD,1739.0,7,12,2,Winter,23:15:00,1395,Evening,222.0,457,UA,3,11,14,10,1,2,21.0,19.0,Moderately delayed,2006-02-12
3747,LAS,CLE,1825.0,7,2,7,Summer,13:50:00,830,Afternoon,245.0,2055,WN,4,4,8,10,1,1,0.0,-15.0,On-time,2006-07-02
3748,DEN,CVG,1069.0,3,4,1,Winter,14:40:00,880,Afternoon,159.0,1919,DL,6,4,10,9,1,1,0.0,3.0,Slightly delayed,2006-01-04
3749,DFW,DEN,641.0,2,10,1,Winter,18:49:00,1129,Evening,123.0,1952,AA,7,6,13,9,1,1,2.0,0.0,On-time,2006-01-10
3750,SFO,SAN,447.0,7,3,9,Autumn,08:40:00,520,Morning,89.0,1009,UA,4,1,5,12,1,2,-7.0,-8.0,On-time,2006-09-03
3751,ORD,SFO,1846.0,3,23,8,Summer,12:00:00,720,Afternoon,263.0,1423,UA,11,4,15,16,4,3,8.0,21.0,Moderately delayed,2006-08-23
3752,DEN,OAK,957.0,6,7,10,Autumn,08:37:00,517,Morning,154.0,1011,UA,6,4,10,10,2,1,-3.0,-1.0,On-time,2006-10-07
3753,CLT,PIT,366.0,7,17,9,Autumn,19:35:00,1175,Evening,84.0,2059,US,4,4,8,21,2,1,1.0,-5.0,On-time,2006-09-17
3754,IAH,DAL,217.0,5,8,12,Winter,07:00:00,420,Morning,61.0,801,XE,5,3,8,16,2,1,-8.0,-8.0,On-time,2006-12-08
3755,ORD,OMA,416.0,6,23,9,Autumn,10:40:00,640,Morning,85.0,1205,MQ,11,3,14,13,1,1,34.0,55.0,Moderately delayed,2006-09-23
3756,BWI,IND,515.0,1,4,12,Winter,11:40:00,700,Morning,105.0,1325,WN,4,3,7,6,1,1,2.0,-1.0,On-time,2006-12-04
3757,FLL,CLT,631.0,7,27,8,Summer,06:45:00,405,Morning,116.0,841,US,3,4,7,11,1,1,-2.0,9.0,Slightly delayed,2006-08-27
3758,MDW,JAN,666.0,4,7,9,Autumn,19:05:00,1145,Evening,115.0,2100,WN,5,2,7,10,3,1,9.0,2.0,Slightly delayed,2006-09-07
3759,IAH,ELP,667.0,3,15,11,Autumn,09:50:00,590,Morning,124.0,1054,CO,5,3,8,9,1,1,-2.0,21.0,Moderately delayed,2006-11-15
3760,ORD,DSM,299.0,6,15,4,Spring,10:02:00,602,Morning,71.0,1113,MQ,11,2,13,11,1,1,-5.0,-14.0,On-time,2006-04-15
3761,SAT,ELP,496.0,1,6,2,Winter,18:10:00,1090,Evening,90.0,1840,WN,3,3,6,16,1,2,-5.0,-15.0,On-time,2006-02-06
3762,TUL,STL,351.0,6,11,11,Autumn,16:40:00,1000,Afternoon,70.0,1750,WN,3,4,7,11,1,1,-4.0,-8.0,On-time,2006-11-11
3763,ORD,SMF,1781.0,4,12,1,Winter,17:10:00,1030,Afternoon,265.0,1935,UA,11,2,13,11,1,1,12.0,7.0,Slightly delayed,2006-01-12
3764,BUR,PHX,369.0,5,8,12,Winter,07:00:00,420,Morning,85.0,925,WN,2,3,5,16,2,1,0.0,3.0,Slightly delayed,2006-12-08
3765,HNL,LAX,2556.0,5,22,12,Winter,23:25:00,1405,Evening,309.0,634,NW,6,4,10,16,2,2,37.0,28.0,Moderately delayed,2006-12-22
3766,ONT,HNL,2602.0,4,21,9,Autumn,07:05:00,425,Morning,350.0,955,TZ,2,6,8,14,2,1,-7.0,-17.0,On-time,2006-09-21
3767,RSW,ISP,1101.0,1,24,7,Summer,18:40:00,1120,Evening,175.0,2135,WN,1,4,5,15,1,1,124.0,102.0,Excessively delayed,2006-07-24
3768,DEN,LGA,1619.0,2,20,6,Summer,09:15:00,555,Morning,217.0,1452,UA,6,3,9,25,2,3,-4.0,-15.0,On-time,2006-06-20
3769,IAD,ABQ,1628.0,4,21,9,Autumn,17:15:00,1035,Afternoon,245.0,1920,UA,4,4,8,14,1,1,-6.0,11.0,Slightly delayed,2006-09-21
3770,SAN,DFW,1171.0,6,5,8,Summer,12:31:00,751,Afternoon,184.0,1735,AA,1,7,8,15,4,2,4.0,-10.0,On-time,2006-08-05
3771,ORD,SEA,1721.0,3,19,7,Summer,17:25:00,1045,Afternoon,255.0,1940,UA,11,4,15,16,3,2,54.0,81.0,Excessively delayed,2006-07-19
3772,LAS,TUS,365.0,3,16,8,Summer,23:56:00,1436,Evening,81.0,117,YV,4,3,7,12,1,1,0.0,-5.0,On-time,2006-08-16
3773,ATL,RDU,356.0,6,14,1,Winter,21:30:00,1290,Evening,79.0,2249,DL,5,3,8,12,2,2,-1.0,5.0,Slightly delayed,2006-01-14
3774,BWI,CLE,314.0,2,12,12,Winter,18:40:00,1120,Evening,79.0,1959,CO,4,4,8,16,2,2,-12.0,-9.0,On-time,2006-12-12
3775,SNA,DEN,846.0,2,26,12,Winter,14:30:00,870,Afternoon,127.0,1737,UA,2,6,8,16,2,3,-6.0,-10.0,On-time,2006-12-26
3776,BOS,IAD,413.0,7,17,12,Winter,06:00:00,360,Morning,109.0,749,UA,6,4,10,13,1,2,-3.0,-27.0,On-time,2006-12-17
3777,DCA,ORD,612.0,4,2,11,Autumn,08:50:00,530,Morning,130.0,1000,AA,3,11,14,15,1,2,0.0,4.0,Slightly delayed,2006-11-02
3778,SAN,SMF,480.0,4,18,5,Spring,07:25:00,445,Morning,90.0,855,WN,1,2,3,14,1,1,0.0,-10.0,On-time,2006-05-18
3779,DFW,ORD,802.0,3,27,12,Winter,14:10:00,850,Afternoon,140.0,1630,AA,7,11,18,19,2,1,-4.0,-14.0,On-time,2006-12-27
3780,LAS,LAX,236.0,3,2,8,Summer,10:00:00,600,Morning,68.0,1108,NW,4,4,8,17,2,3,-3.0,-4.0,On-time,2006-08-02
3781,PHL,CMH,405.0,7,29,10,Autumn,09:00:00,540,Morning,100.0,1040,WN,4,2,6,20,1,1,0.0,-11.0,On-time,2006-10-29
3782,DTW,EWR,487.0,5,6,10,Autumn,17:07:00,1027,Afternoon,113.0,1900,NW,6,3,9,17,1,1,32.0,47.0,Moderately delayed,2006-10-06
3783,SMF,LAX,373.0,3,27,9,Autumn,08:55:00,535,Morning,85.0,1020,WN,2,4,6,4,1,1,0.0,-5.0,On-time,2006-09-27
3784,SLC,EKO,200.0,7,29,1,Winter,11:15:00,675,Morning,64.0,1119,OO,4,2,6,14,1,1,-3.0,2.0,Slightly delayed,2006-01-29
3785,PHX,TUS,110.0,5,17,11,Autumn,20:16:00,1216,Evening,45.0,2101,YV,3,3,6,18,2,1,0.0,-6.0,On-time,2006-11-17
3786,MKE,ATL,669.0,5,8,12,Winter,06:30:00,390,Morning,121.0,931,FL,5,5,10,16,1,2,-6.0,-18.0,On-time,2006-12-08
3787,BUR,PHX,369.0,5,3,3,Spring,19:40:00,1180,Evening,85.0,2205,WN,2,3,5,15,1,4,16.0,1.0,Slightly delayed,2006-03-03
3788,CVG,MDT,429.0,4,30,3,Spring,16:05:00,965,Afternoon,84.0,1729,OH,4,1,5,12,2,1,7.0,3.0,Slightly delayed,2006-03-30
3789,SLC,DEN,391.0,2,26,12,Winter,09:15:00,555,Morning,90.0,1045,F9,4,6,10,16,2,3,0.0,-17.0,On-time,2006-12-26
3790,SEA,ONT,956.0,7,12,11,Autumn,07:00:00,420,Morning,154.0,934,AS,4,2,6,11,1,1,-9.0,-34.0,On-time,2006-11-12
3791,DFW,PIT,1068.0,5,7,4,Spring,07:35:00,455,Morning,154.0,1109,MQ,7,4,11,16,3,1,8.0,-10.0,On-time,2006-04-07
3792,LAS,MCI,1140.0,5,22,9,Autumn,06:50:00,410,Morning,170.0,1140,WN,4,3,7,13,3,1,0.0,-15.0,On-time,2006-09-22
3793,ATL,BOS,946.0,3,26,4,Spring,06:35:00,395,Morning,151.0,906,DL,5,6,11,12,2,2,-7.0,-17.0,On-time,2006-04-26
3794,ATL,MCO,403.0,2,22,8,Summer,11:53:00,713,Morning,85.0,1318,FL,5,4,9,20,4,1,8.0,6.0,Slightly delayed,2006-08-22
3795,IAH,LAS,1222.0,1,13,11,Autumn,09:45:00,585,Morning,207.0,1112,CO,5,4,9,10,1,2,-2.0,-1.0,On-time,2006-11-13
3796,DFW,ICT,328.0,4,23,2,Winter,17:54:00,1074,Afternoon,73.0,1907,MQ,7,3,10,12,2,1,-2.0,1.0,Slightly delayed,2006-02-23
3797,JAX,EWR,821.0,6,4,3,Spring,14:05:00,845,Afternoon,143.0,1628,XE,2,3,5,14,1,3,25.0,56.0,Moderately delayed,2006-03-04
3798,SDF,DTW,306.0,5,8,12,Winter,07:58:00,478,Morning,83.0,921,NW,3,6,9,16,1,2,8.0,17.0,Moderately delayed,2006-12-08
